Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_approved,Application_order,Application_mode,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Daytime_evening_attendance,Gender,Displaced,Status
120.0,115.8,28,4,1,43,1,0,0,0,1,0,Dropout
137.0,141.2,19,5,2,16,1,0,1,1,1,1,Graduate
117.0,118.4,19,6,1,1,0,1,1,1,1,0,Graduate
142.0,134.3,21,0,6,1,0,0,1,1,1,0,Dropout
135.0,128.7,22,2,4,17,0,0,1,1,1,1,Dropout
115.0,116.1,18,5,3,17,0,0,0,1,1,1,Dropout
110.0,100.0,27,0,1,39,0,0,1,1,1,1,Dropout
123.0,118.8,19,5,1,1,0,0,1,1,1,0,Enrolled
140.0,130.0,30,9,1,43,0,0,1,0,1,1,Graduate
150.0,150.0,28,0,1,39,0,0,1,1,1,0,Dropout
120.0,116.0,34,1,1,39,1,1,1,1,1,0,Enrolled
110.0,99.0,21,5,1,17,0,0,1,1,1,0,Enrolled
133.0,132.0,20,5,1,1,0,1,1,1,1,0,Graduate
110.0,125.0,31,5,1,43,0,0,0,1,1,0,Dropout
126.0,116.2,21,2,1,17,1,0,0,1,1,0,Dropout
133.1,100.0,27,1,2,39,0,0,0,1,1,1,Dropout
136.0,132.9,19,4,6,1,0,0,1,1,1,1,Graduate
129.0,132.5,21,0,4,17,0,0,1,1,1,1,Enrolled
140.0,140.0,21,2,1,44,0,0,0,1,1,1,Dropout
160.0,100.1,35,7,1,43,0,0,0,1,1,0,Dropout
133.1,128.2,28,3,1,39,0,0,1,1,1,0,Dropout
140.0,133.4,24,4,1,17,0,0,1,1,1,0,Enrolled
142.0,136.1,19,0,3,1,0,0,0,1,1,1,Dropout
138.0,123.0,20,5,1,17,1,0,0,1,1,0,Enrolled
131.0,130.3,20,6,1,1,0,1,1,1,1,1,Graduate
160.0,153.7,19,1,1,1,0,0,1,1,1,0,Enrolled
110.0,142.5,37,5,1,39,1,0,0,1,1,0,Dropout
124.0,114.6,19,2,1,1,0,0,1,1,1,1,Dropout
120.0,108.5,36,0,1,39,0,0,1,1,1,0,Dropout
133.1,140.0,29,0,1,39,0,0,1,1,1,0,Dropout
133.1,120.0,30,6,1,39,0,0,1,1,1,0,Graduate
133.1,120.0,32,2,1,51,1,0,1,1,1,0,Dropout
123.0,127.6,26,6,1,1,0,0,1,0,1,1,Enrolled
140.0,140.0,37,1,1,44,0,0,1,1,1,0,Dropout
138.7,111.3,27,3,1,39,0,0,1,1,1,0,Dropout
131.0,131.0,18,6,1,1,0,1,1,1,1,1,Graduate
149.0,139.5,18,8,1,1,0,1,1,1,1,0,Graduate
133.1,110.0,32,2,2,39,0,0,0,1,1,0,Dropout
130.0,130.0,20,1,1,44,0,0,1,1,1,0,Enrolled
120.0,115.0,22,0,1,43,0,0,1,1,1,0,Dropout
133.1,154.3,32,0,1,39,0,0,1,1,0,0,Dropout
143.0,135.0,21,4,1,1,0,0,1,1,0,1,Enrolled
126.0,115.2,19,3,4,17,0,0,0,1,0,0,Dropout
125.0,130.6,18,6,1,1,0,1,1,1,0,1,Graduate
123.0,117.4,18,5,4,1,0,1,1,1,0,1,Graduate
150.0,150.0,38,0,1,7,1,0,0,1,0,1,Dropout
132.0,131.3,21,5,3,17,0,0,1,1,0,1,Dropout
133.0,120.4,21,2,1,1,0,0,0,1,0,0,Dropout
122.0,113.6,26,2,1,1,0,0,1,0,1,0,Enrolled
137.0,125.0,19,6,4,1,0,0,1,1,0,1,Graduate
145.0,132.3,19,7,6,1,0,1,1,1,0,1,Enrolled
150.0,142.7,18,4,1,17,1,0,1,1,0,0,Dropout
130.0,130.0,25,0,1,7,0,0,1,1,0,0,Dropout
136.0,120.8,19,7,6,1,0,0,1,1,0,1,Graduate
131.0,130.3,18,6,2,17,0,1,1,1,0,1,Graduate
130.0,119.9,19,5,1,17,0,1,1,1,0,0,Graduate
108.0,110.5,22,6,1,1,0,1,1,1,0,1,Graduate
160.0,160.0,21,6,1,44,0,0,1,1,0,1,Graduate
113.0,118.6,21,6,1,17,0,1,1,1,0,1,Graduate
113.0,112.3,20,7,1,1,0,1,1,1,0,0,Graduate
137.0,124.4,19,4,1,1,0,0,1,1,0,0,Enrolled
148.0,125.0,18,6,4,1,0,0,1,1,0,1,Graduate
130.0,105.8,26,3,1,39,0,0,1,1,0,0,Dropout
133.1,121.5,31,13,1,26,0,0,1,1,0,1,Dropout
138.0,134.2,18,6,1,17,0,1,1,1,0,1,Graduate
130.0,130.0,35,0,1,7,0,0,1,1,0,0,Dropout
127.0,122.8,19,2,1,1,0,0,1,1,0,1,Enrolled
115.0,108.7,19,5,1,1,0,1,1,1,0,0,Graduate
147.0,136.7,18,7,2,1,0,0,1,1,0,0,Graduate
132.0,119.1,20,6,1,17,0,0,1,1,0,0,Graduate
146.0,151.3,19,12,4,1,0,1,1,1,0,1,Graduate
109.0,108.3,21,2,1,43,0,1,1,1,0,0,Enrolled
133.0,127.4,18,7,1,17,1,1,1,1,0,0,Graduate
124.0,124.0,23,8,1,42,0,0,1,1,0,0,Graduate
133.1,155.0,21,5,1,1,0,1,1,1,0,0,Graduate
121.0,114.0,19,5,1,1,0,1,1,1,0,0,Graduate
129.0,118.9,19,4,2,1,0,0,1,1,0,1,Enrolled
160.0,160.0,20,11,1,53,0,0,1,1,0,1,Graduate
131.0,126.1,18,0,1,43,0,0,1,1,0,0,Enrolled
150.0,136.5,18,8,1,1,0,1,1,1,0,1,Graduate
130.0,122.3,19,6,5,1,0,0,1,1,0,0,Graduate
133.1,128.0,21,6,1,17,0,1,1,1,0,0,Graduate
154.0,156.5,18,6,1,1,0,1,1,1,0,1,Graduate
126.0,125.7,20,6,1,1,0,0,1,1,0,0,Enrolled
150.0,143.0,18,5,1,1,0,0,1,1,0,0,Graduate
141.0,131.9,18,7,5,17,0,1,1,1,0,1,Graduate
134.0,113.7,32,5,1,43,0,0,1,0,0,0,Enrolled
146.0,155.1,18,0,2,17,0,0,1,1,0,1,Graduate
134.0,121.1,19,5,3,16,0,0,1,1,0,1,Enrolled
139.0,130.3,18,8,3,1,0,1,1,1,0,1,Graduate
136.0,123.3,18,0,6,1,0,0,0,1,0,0,Dropout
110.0,117.4,20,6,5,1,0,0,1,1,0,1,Graduate
135.0,140.3,19,6,1,5,0,0,1,1,0,1,Enrolled
129.0,120.0,19,7,4,17,0,0,1,1,0,1,Graduate
139.0,133.4,18,1,1,17,0,0,1,1,0,0,Enrolled
137.0,126.7,18,0,4,1,0,0,1,1,0,1,Dropout
138.0,129.3,18,6,3,17,0,1,1,1,0,1,Graduate
136.0,125.7,20,6,6,17,0,0,1,1,0,1,Enrolled
143.0,144.8,19,6,1,1,0,0,1,1,0,0,Enrolled
133.1,98.6,21,2,1,1,0,0,1,1,0,0,Dropout
136.0,126.9,19,7,1,1,0,1,1,1,0,1,Graduate
139.0,146.7,20,6,1,17,0,1,1,1,0,1,Graduate
125.0,117.0,21,8,1,1,0,1,1,1,0,0,Graduate
130.0,130.0,23,0,1,44,0,0,1,1,0,1,Dropout
137.0,125.8,18,6,1,17,0,1,0,1,0,0,Dropout
130.0,160.0,30,5,1,39,0,0,1,0,0,0,Dropout
130.0,134.2,20,0,1,1,0,0,1,1,0,1,Dropout
160.0,96.0,29,3,2,43,0,0,0,1,0,0,Dropout
100.0,101.8,24,5,1,18,0,0,1,1,0,1,Enrolled
136.0,125.2,20,6,1,1,0,0,1,1,0,1,Graduate
117.0,100.0,27,4,1,43,0,0,1,0,0,0,Dropout
140.0,140.0,23,0,1,7,0,0,1,1,0,0,Dropout
132.0,120.0,23,6,1,51,0,1,1,1,0,0,Graduate
147.0,134.3,18,7,3,1,0,0,1,1,0,1,Graduate
158.0,144.7,19,6,1,1,0,1,1,1,0,1,Graduate
142.0,131.9,19,7,6,17,0,0,1,1,0,1,Dropout
143.0,136.7,18,6,1,1,0,1,1,1,0,1,Dropout
135.0,129.8,19,6,2,1,0,0,1,1,0,1,Graduate
160.0,146.5,18,6,1,1,0,1,1,1,0,0,Graduate
120.0,122.5,29,8,1,43,0,0,1,0,0,1,Enrolled
133.1,117.8,24,6,2,39,0,0,1,1,0,0,Graduate
133.1,106.0,19,2,2,17,0,0,1,1,0,1,Dropout
133.0,119.0,19,6,1,17,0,0,1,1,0,0,Enrolled
120.0,115.1,19,3,1,1,0,0,1,1,0,0,Enrolled
106.0,116.9,20,6,4,17,0,0,1,1,0,1,Graduate
148.0,141.7,18,6,2,1,0,0,1,1,0,0,Graduate
134.0,127.7,18,6,2,1,0,0,0,1,0,1,Dropout
130.0,122.1,19,7,5,1,0,1,1,1,0,1,Graduate
150.0,153.5,19,6,1,16,0,0,1,1,0,1,Dropout
141.0,141.4,18,0,1,1,0,1,1,1,0,1,Graduate
140.0,135.8,19,6,1,1,0,1,1,1,0,1,Graduate
138.0,127.5,18,7,2,1,0,1,1,1,0,1,Graduate
130.0,151.6,24,5,1,39,0,0,1,0,0,0,Enrolled
133.1,121.4,28,4,1,39,1,0,1,1,0,0,Enrolled
133.0,100.0,20,7,1,42,0,0,1,1,0,0,Graduate
150.0,131.5,19,7,6,1,0,1,1,1,0,1,Graduate
117.0,109.3,22,2,1,17,0,0,0,1,0,0,Dropout
145.0,127.9,19,6,1,1,0,0,1,1,0,1,Graduate
140.0,140.0,36,13,1,7,0,0,1,1,0,1,Graduate
160.0,160.0,19,6,1,44,0,1,1,1,0,0,Graduate
125.0,119.8,18,5,1,17,0,0,1,1,0,0,Graduate
133.1,153.0,40,0,4,43,0,0,0,0,0,0,Dropout
139.0,125.0,19,6,2,1,0,1,1,1,0,1,Graduate
130.0,103.7,38,5,1,43,0,0,1,1,0,0,Enrolled
120.0,120.0,32,4,1,7,0,0,1,1,0,0,Dropout
160.0,146.0,19,3,1,1,0,0,1,1,0,1,Enrolled
120.0,116.9,19,6,3,17,0,0,1,1,0,1,Graduate
130.0,117.9,35,0,1,39,0,0,1,1,0,0,Dropout
124.0,128.6,20,4,1,1,0,0,1,1,0,1,Enrolled
150.0,135.0,29,7,1,17,0,0,1,1,0,0,Graduate
140.0,124.6,29,5,1,1,0,0,1,0,0,0,Enrolled
135.0,124.0,19,7,5,1,0,1,1,1,0,1,Enrolled
143.0,129.5,18,7,6,1,0,1,1,1,0,1,Graduate
100.0,111.3,25,6,1,39,1,0,0,0,0,0,Graduate
133.1,95.0,50,0,1,39,1,0,0,0,0,0,Dropout
133.1,131.8,24,14,1,1,0,0,1,1,0,0,Dropout
132.0,119.1,18,0,5,1,0,0,1,1,0,0,Dropout
131.0,125.4,20,6,1,17,0,0,1,1,0,1,Graduate
147.0,140.7,20,18,1,16,1,1,1,1,0,1,Graduate
141.0,131.9,21,6,1,43,0,0,1,0,0,0,Dropout
160.0,124.0,28,7,1,39,1,0,1,1,1,0,Enrolled
135.0,139.2,19,6,1,1,0,1,1,1,1,0,Graduate
133.0,121.8,18,8,1,1,0,1,1,1,1,0,Graduate
142.0,132.9,22,0,1,17,0,0,1,1,1,0,Graduate
130.0,130.0,25,0,1,44,0,0,1,1,1,0,Dropout
133.1,130.1,37,5,1,39,0,0,0,1,1,0,Dropout
133.1,124.5,38,5,1,39,0,0,0,1,1,0,Dropout
130.0,162.3,36,3,1,39,0,0,1,1,1,0,Dropout
149.0,137.8,18,7,2,1,0,0,1,1,1,1,Graduate
130.0,119.5,19,0,1,1,0,0,0,1,1,0,Dropout
150.0,110.0,24,2,1,39,1,0,1,1,1,0,Dropout
106.0,105.0,20,5,1,1,0,0,1,1,1,0,Graduate
162.0,142.8,21,0,1,1,0,0,1,1,1,1,Dropout
120.0,128.2,32,0,3,43,0,0,1,0,1,1,Dropout
133.1,120.0,39,0,1,39,0,0,1,0,1,0,Dropout
130.0,130.0,33,0,1,7,0,0,0,1,1,0,Dropout
128.0,121.7,20,5,2,17,0,1,1,1,1,0,Graduate
124.0,116.0,19,6,1,1,0,0,1,1,1,0,Graduate
133.1,133.2,43,2,1,39,0,0,0,0,1,0,Dropout
114.0,116.7,49,4,1,43,0,0,1,0,1,0,Dropout
140.0,126.4,18,6,2,1,0,1,1,1,1,1,Graduate
160.0,140.0,27,0,1,39,0,0,1,1,1,0,Enrolled
122.0,120.3,19,5,1,1,0,1,1,1,1,1,Dropout
140.0,118.0,45,6,1,39,1,1,1,1,1,0,Dropout
160.0,149.5,19,6,1,15,0,0,0,1,1,1,Graduate
130.0,130.0,21,6,1,44,0,1,1,1,1,0,Graduate
141.0,126.3,18,6,1,1,0,1,1,1,1,0,Graduate
127.0,116.2,18,0,3,17,0,0,1,1,1,0,Dropout
126.0,126.0,29,0,1,17,0,0,0,1,1,0,Dropout
131.0,122.3,19,5,1,1,0,0,1,1,1,0,Graduate
130.0,119.5,18,4,1,1,0,1,1,1,1,1,Enrolled
130.0,131.8,22,7,1,44,0,1,1,1,1,0,Graduate
140.0,130.7,18,7,6,17,0,1,1,1,1,1,Dropout
140.0,140.0,20,5,1,44,0,0,1,1,1,0,Enrolled
140.0,129.5,20,0,1,1,0,0,1,1,1,1,Dropout
133.1,130.0,29,1,1,39,1,1,1,1,1,0,Dropout
120.0,114.0,29,3,1,39,0,0,1,1,1,1,Dropout
121.0,121.0,23,1,1,43,0,0,1,1,1,1,Enrolled
123.0,116.4,19,0,1,17,1,0,1,1,1,1,Dropout
136.0,121.7,18,0,1,1,0,0,1,1,1,1,Dropout
136.0,130.0,22,4,1,42,0,0,1,1,1,1,Dropout
120.0,120.0,34,7,1,43,1,0,1,0,1,1,Dropout
160.0,125.0,26,5,1,43,0,0,1,0,1,0,Graduate
125.0,134.1,24,13,1,17,0,0,1,1,1,1,Dropout
146.0,149.5,17,6,1,1,0,1,1,1,1,1,Graduate
117.0,113.2,21,2,4,43,0,0,1,1,1,0,Enrolled
150.0,146.0,34,5,1,39,0,0,1,0,1,0,Enrolled
140.0,140.0,19,6,1,44,0,0,1,1,1,1,Graduate
111.0,162.4,49,5,1,39,1,0,0,1,1,0,Dropout
120.0,136.6,23,5,1,43,0,0,1,1,1,0,Dropout
111.0,111.0,18,4,3,18,0,0,1,1,1,1,Dropout
118.0,115.7,20,5,1,1,0,0,1,1,1,0,Enrolled
106.0,105.7,19,6,3,1,0,0,1,1,1,1,Graduate
120.0,128.2,24,8,1,42,0,0,1,1,1,1,Enrolled
151.0,137.0,18,5,1,1,0,0,1,1,1,1,Graduate
133.1,120.0,45,0,1,39,1,0,0,1,1,0,Dropout
120.0,120.5,30,2,1,39,0,0,1,0,1,1,Dropout
120.0,118.1,28,13,1,51,0,0,1,0,1,0,Dropout
110.0,139.0,40,0,1,39,0,0,1,0,1,0,Dropout
133.1,116.3,32,0,2,39,0,0,0,1,1,0,Dropout
118.0,120.5,19,4,5,17,0,0,1,1,1,1,Dropout
139.0,134.9,20,6,1,1,0,0,1,1,1,1,Graduate
130.0,123.0,18,1,1,17,0,0,1,1,1,0,Dropout
132.0,122.9,20,6,1,17,0,0,0,1,1,0,Dropout
100.0,140.0,39,4,1,39,0,0,1,0,1,0,Enrolled
120.0,122.5,19,5,1,17,0,0,0,1,1,0,Enrolled
133.1,121.5,38,2,1,39,0,0,1,0,1,0,Enrolled
156.0,132.3,18,6,3,17,0,1,1,1,1,1,Graduate
143.0,131.5,18,7,4,17,0,1,1,1,1,1,Graduate
133.1,128.2,28,0,1,43,0,0,1,1,1,0,Dropout
140.0,148.0,31,0,1,39,0,0,0,1,1,1,Dropout
127.0,121.5,23,6,1,1,0,0,1,1,1,0,Graduate
135.0,135.4,21,6,1,1,0,0,1,1,1,1,Enrolled
133.1,139.0,33,0,1,39,1,0,0,1,1,0,Dropout
120.0,113.4,22,3,1,43,0,0,1,1,1,0,Dropout
150.0,150.0,20,5,1,44,1,0,1,1,1,1,Dropout
123.0,122.0,19,6,1,17,1,0,1,1,1,0,Enrolled
150.0,150.0,20,6,1,44,0,0,1,1,1,1,Graduate
133.1,119.3,25,6,1,39,0,0,1,1,1,1,Enrolled
130.0,140.0,25,0,1,39,0,0,0,1,1,0,Dropout
140.0,125.0,19,6,4,1,0,0,1,1,1,1,Enrolled
141.0,140.7,20,5,1,1,0,0,1,1,1,1,Graduate
133.1,100.0,33,5,1,39,0,0,1,1,1,0,Enrolled
146.0,146.7,19,6,5,17,0,0,1,1,1,1,Graduate
133.1,96.0,31,0,1,39,0,0,1,1,1,0,Dropout
160.0,160.0,24,2,1,44,1,0,0,1,1,0,Dropout
130.0,130.0,23,0,1,44,1,0,0,1,1,0,Dropout
160.0,130.0,26,3,1,39,0,1,0,0,1,0,Dropout
140.0,140.0,38,18,1,43,0,0,1,1,1,1,Graduate
126.0,116.6,20,5,6,1,0,1,1,1,1,1,Graduate
118.0,120.5,20,3,5,17,0,0,1,1,1,1,Graduate
133.1,103.0,25,0,1,39,0,0,1,1,1,0,Dropout
121.0,111.9,19,5,2,17,0,0,1,1,1,1,Graduate
148.0,148.7,18,5,1,17,0,0,1,1,1,0,Graduate
133.1,120.0,28,7,1,43,0,0,1,0,1,0,Dropout
140.0,125.7,18,0,2,1,0,0,1,1,1,1,Enrolled
132.0,120.1,20,6,1,1,0,1,1,1,1,1,Graduate
140.0,127.8,18,6,1,1,0,0,1,1,1,0,Graduate
112.0,106.4,19,5,3,17,0,0,1,1,1,1,Graduate
100.0,100.0,24,2,1,42,1,0,1,1,1,0,Dropout
126.0,123.9,21,0,4,17,0,0,1,1,1,1,Dropout
150.0,139.5,20,6,1,1,0,1,1,1,1,0,Graduate
150.0,150.0,21,5,1,44,0,0,1,1,1,1,Graduate
144.0,139.8,24,7,1,1,1,0,1,1,1,0,Graduate
133.1,154.4,27,0,1,39,0,0,1,0,1,0,Dropout
120.0,115.5,19,4,6,17,1,0,0,1,1,1,Enrolled
133.1,119.0,39,9,1,39,0,0,1,0,1,0,Graduate
133.1,96.1,25,2,1,39,0,0,1,1,1,0,Dropout
130.0,130.0,18,0,1,7,0,0,0,1,1,0,Dropout
133.0,128.8,19,12,1,43,0,0,1,1,1,0,Graduate
124.0,126.8,21,5,1,18,0,1,1,1,1,0,Graduate
130.0,130.0,27,0,1,7,0,0,1,0,1,0,Dropout
124.0,116.7,19,0,3,1,0,0,1,1,1,1,Enrolled
132.0,125.5,18,7,3,17,0,0,1,1,1,1,Enrolled
110.0,110.0,27,9,1,7,0,0,1,1,1,1,Dropout
127.0,133.7,18,6,3,1,1,0,1,1,1,1,Dropout
130.0,117.6,19,2,1,1,0,0,1,1,1,0,Enrolled
140.0,140.0,19,3,1,44,0,0,1,1,1,0,Dropout
150.0,150.0,22,3,1,44,0,0,1,1,1,0,Enrolled
133.0,133.7,18,6,2,16,0,0,1,1,0,1,Graduate
109.0,137.0,18,6,4,16,0,1,1,1,0,1,Graduate
133.1,128.2,23,11,1,43,0,0,1,1,0,0,Dropout
133.0,129.2,20,0,4,18,1,0,0,1,1,1,Dropout
134.0,129.5,18,6,3,17,0,0,1,1,1,1,Graduate
125.0,129.6,18,6,4,1,0,0,1,1,1,1,Graduate
135.0,121.7,18,5,3,17,0,0,1,1,1,1,Enrolled
132.0,141.8,20,6,2,17,0,0,1,1,1,1,Graduate
135.0,129.8,20,5,3,1,0,0,1,1,1,1,Graduate
100.0,106.0,21,5,1,44,0,0,1,1,1,0,Dropout
144.0,121.6,22,0,1,43,0,0,1,1,1,0,Enrolled
125.0,121.5,20,5,1,17,0,0,1,1,1,1,Dropout
133.1,117.0,19,0,1,1,1,0,1,1,1,0,Enrolled
130.0,130.0,19,2,1,44,0,0,1,1,1,1,Enrolled
117.0,117.7,20,6,1,17,0,0,1,1,1,1,Graduate
140.0,140.0,19,4,1,44,0,0,1,1,1,1,Dropout
132.0,133.1,19,3,1,1,0,0,1,1,1,1,Dropout
133.1,100.0,24,7,1,15,1,0,1,1,1,0,Enrolled
132.0,119.1,18,3,1,17,1,0,1,1,1,0,Dropout
148.0,129.8,18,5,1,1,0,1,0,1,1,0,Enrolled
133.0,131.3,18,5,1,1,1,0,1,1,0,1,Dropout
143.0,136.7,18,6,5,17,0,0,1,1,0,1,Graduate
143.0,126.2,21,6,1,17,0,1,1,1,0,1,Graduate
133.1,109.6,18,4,1,15,0,0,1,1,0,0,Dropout
141.0,131.9,18,7,1,1,0,1,1,1,0,1,Graduate
140.0,140.7,18,6,2,1,0,1,1,1,0,1,Graduate
134.0,120.7,23,4,6,18,0,0,1,0,0,1,Dropout
118.0,113.8,21,3,2,1,0,0,1,1,0,1,Graduate
135.0,121.0,20,1,1,1,0,0,1,1,0,0,Enrolled
119.0,112.4,26,7,1,17,0,0,1,0,0,1,Dropout
145.0,131.0,18,6,6,1,0,1,1,1,0,1,Enrolled
143.0,142.7,18,0,1,1,0,0,1,1,0,1,Dropout
123.0,125.5,19,6,1,1,0,1,0,1,0,0,Graduate
108.0,107.8,20,6,3,1,0,1,1,1,0,1,Graduate
117.0,110.4,19,6,3,1,1,0,0,1,0,1,Dropout
140.0,136.1,21,3,1,44,1,0,1,1,0,1,Enrolled
170.0,138.3,33,9,1,39,0,0,1,1,0,0,Graduate
157.0,142.3,18,4,2,1,0,0,1,1,0,0,Graduate
141.0,145.0,21,18,1,42,0,0,1,1,0,0,Graduate
125.0,125.7,19,6,1,1,0,0,1,1,0,1,Graduate
133.1,108.0,33,7,1,39,1,0,0,1,0,0,Enrolled
143.0,128.7,18,7,4,1,0,0,1,1,0,1,Graduate
142.0,128.0,18,6,1,1,0,1,1,1,0,0,Graduate
150.0,146.5,20,6,3,1,0,1,1,1,0,1,Graduate
112.0,106.1,20,0,2,1,0,0,0,1,0,1,Dropout
133.1,118.0,20,6,2,17,0,1,1,0,0,0,Graduate
125.0,117.0,19,4,1,17,0,1,1,1,0,1,Graduate
121.0,115.4,19,6,3,1,0,1,1,1,0,1,Graduate
133.1,117.0,21,6,3,17,0,0,1,1,0,1,Graduate
133.1,144.9,26,3,1,39,0,0,1,1,0,1,Enrolled
135.0,127.0,21,0,1,17,0,0,1,1,0,0,Dropout
132.0,118.0,18,7,4,1,0,0,1,1,0,1,Graduate
133.1,118.0,27,6,1,39,0,0,1,1,0,0,Dropout
135.0,126.4,20,12,1,43,0,1,1,1,0,1,Graduate
110.0,110.0,21,5,1,43,0,0,1,1,0,0,Enrolled
133.0,124.4,18,7,1,17,0,1,1,1,0,1,Graduate
140.0,140.0,20,6,1,44,0,0,1,1,0,1,Enrolled
135.0,129.4,18,6,1,1,0,0,1,1,0,1,Graduate
140.0,141.7,20,6,1,44,0,1,1,1,0,0,Graduate
144.0,132.1,19,3,2,1,0,1,1,1,0,1,Graduate
122.0,116.8,20,6,5,1,0,0,1,1,0,1,Graduate
143.0,135.0,20,5,1,1,0,1,1,0,0,0,Graduate
150.0,150.0,20,2,1,44,0,0,1,1,0,0,Enrolled
124.0,116.0,19,0,3,1,1,0,1,1,0,1,Dropout
156.0,155.0,18,6,1,1,0,0,1,1,0,0,Graduate
142.0,127.0,18,3,1,1,0,0,1,1,0,1,Graduate
142.0,130.8,19,6,1,17,0,1,1,1,0,1,Graduate
126.0,121.8,19,6,6,1,0,0,1,1,0,1,Dropout
133.1,140.0,43,6,1,39,0,0,1,1,1,0,Enrolled
170.0,148.5,47,8,1,42,0,0,1,1,1,0,Dropout
130.0,109.8,23,0,1,42,0,0,0,1,1,1,Dropout
133.0,119.7,19,6,1,1,1,1,1,1,0,1,Graduate
122.0,122.0,20,6,1,42,0,0,1,1,0,1,Graduate
138.0,147.5,19,12,1,1,0,1,1,1,0,1,Graduate
163.0,150.8,19,6,1,17,0,0,1,1,0,1,Graduate
150.0,150.0,19,6,1,44,0,0,1,1,0,1,Graduate
133.1,131.5,39,6,1,39,1,1,1,0,0,0,Graduate
144.0,127.2,20,6,1,1,0,1,1,1,0,1,Graduate
118.0,111.0,21,6,1,17,0,0,1,1,0,1,Graduate
101.0,119.9,22,9,5,43,1,0,0,1,0,1,Graduate
133.0,133.7,19,1,2,1,0,0,1,1,0,1,Dropout
133.1,140.0,22,6,1,17,0,0,1,1,0,1,Graduate
124.0,113.9,19,6,2,5,0,1,1,1,0,1,Graduate
127.0,120.7,18,0,1,1,1,0,1,1,1,1,Dropout
133.1,119.8,26,5,1,39,0,0,1,1,1,0,Enrolled
110.0,121.8,36,0,1,39,0,0,0,0,1,0,Dropout
110.0,117.7,20,0,1,18,1,1,1,1,1,1,Graduate
160.0,110.0,30,2,1,39,0,0,1,1,1,0,Dropout
120.0,134.4,24,6,1,43,0,0,1,1,1,0,Dropout
133.1,125.3,26,11,1,1,0,0,1,1,1,0,Dropout
132.0,119.1,19,1,1,1,0,0,0,1,1,0,Dropout
130.0,146.0,34,5,1,39,0,0,1,1,1,0,Graduate
130.0,130.0,33,1,1,43,0,0,1,1,1,1,Enrolled
129.0,122.0,19,5,6,17,0,0,1,1,1,1,Graduate
130.0,118.1,26,1,5,17,1,0,0,1,1,1,Dropout
140.0,105.2,29,1,1,39,0,0,1,1,1,0,Dropout
131.0,123.3,19,5,5,17,0,1,1,1,1,1,Dropout
129.0,124.8,18,0,1,17,0,0,1,1,1,1,Dropout
133.1,149.4,29,2,1,39,0,0,0,0,1,0,Dropout
112.0,108.5,21,6,1,43,0,0,1,1,1,0,Graduate
119.0,125.0,19,5,1,17,0,0,1,1,1,0,Enrolled
133.1,101.0,20,5,1,1,0,0,1,1,1,0,Graduate
123.0,112.9,18,0,1,1,0,0,1,1,1,0,Dropout
131.0,120.2,18,6,3,17,0,0,1,1,1,1,Enrolled
120.0,111.6,21,5,1,1,1,1,1,1,1,0,Enrolled
125.0,134.1,20,0,1,1,0,0,1,1,1,1,Dropout
133.1,101.6,30,0,1,39,0,1,1,1,1,0,Dropout
121.0,111.9,19,6,2,18,0,0,1,1,1,1,Graduate
148.0,118.4,30,5,1,51,0,0,1,1,1,1,Dropout
139.0,127.1,22,5,1,1,0,1,1,1,1,1,Graduate
125.0,120.5,22,0,3,17,0,0,1,1,1,1,Graduate
128.0,136.1,19,6,4,17,1,0,0,1,1,1,Dropout
132.0,124.0,21,3,2,17,0,0,1,1,1,1,Dropout
137.0,141.6,21,4,4,17,0,0,1,1,1,0,Graduate
160.0,160.0,21,0,1,44,1,1,1,1,1,1,Dropout
120.0,110.0,27,3,1,39,0,0,1,1,1,0,Dropout
134.0,100.0,32,0,1,43,0,0,1,1,1,1,Dropout
133.1,120.0,40,0,1,39,1,0,0,1,1,0,Dropout
116.0,124.8,20,2,2,1,0,0,1,1,1,1,Enrolled
140.0,140.0,20,2,1,44,0,0,1,1,1,1,Dropout
140.0,124.3,18,0,3,1,0,0,1,1,1,1,Graduate
122.0,118.9,21,2,1,43,0,0,1,1,1,0,Dropout
141.0,130.2,18,6,1,17,0,0,1,1,1,0,Dropout
120.0,120.0,19,1,1,44,0,0,1,1,1,0,Enrolled
140.0,140.0,30,1,1,7,0,0,0,1,1,0,Dropout
133.1,130.0,29,0,1,39,0,0,1,1,1,0,Dropout
137.0,130.4,18,1,2,17,1,0,1,1,1,1,Dropout
122.0,116.1,18,4,2,1,0,1,1,1,1,1,Dropout
130.0,130.0,22,5,1,44,0,0,1,1,1,0,Dropout
140.0,124.3,27,0,2,43,0,0,0,0,1,1,Dropout
125.0,125.0,20,4,6,17,0,0,1,1,1,1,Graduate
110.0,110.0,42,11,1,51,0,0,1,0,1,0,Graduate
133.1,115.0,21,12,1,1,1,0,1,1,1,0,Graduate
132.0,129.6,23,6,1,43,0,0,1,1,1,0,Graduate
122.0,128.8,21,5,1,51,0,0,1,1,1,1,Dropout
155.0,144.2,19,0,3,1,0,0,1,1,1,1,Graduate
120.0,134.0,40,6,1,39,0,1,1,1,1,0,Dropout
129.0,112.0,22,5,1,43,0,0,1,1,1,0,Dropout
144.0,128.8,19,6,2,1,0,0,1,1,1,1,Graduate
